id,type,name,source,text,labels
41707085,ENTITY,41707085,ilsi,"[""It is seen from the records that the petitioner's wife was attacked by the accused persons and she had sustained injuries and she was admitted to the hospital."", 'Thereafter, a complaint was given t","['Section 307 in The Indian Penal Code', 'Section 308 in The Indian Penal Code']"
417087,ENTITY,417087,ilsi,"['The trial court after a very scientific marshalling of evidence observed thus :', 'The High Court relied on the circumstance that the injury of PW 14 (Jokhai Das) must have been written by the Docto","['Section 149 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', 'Section 302 in The Indian Penal Code', 'Section 148 in The Indian Penal Code']"
41711967,ENTITY,41711967,ilsi,"['CRL.A.15/2019 Page 1 of 34', 'Brief facts of the case, as noticed by the learned trial court, are as under: -', '""1. .......... that on 21.12.2011 Sh.', 'Sudama Singh came to the police station and ","['Section 302 in The Indian Penal Code', 'Section 174A in The Indian Penal Code', 'Section 304B in The Indian Penal Code', 'Section 498A in The Indian Penal Code', 'Section 304 in The Indian Penal Cod"
41720592,ENTITY,41720592,ilsi,"['The Communist Party of India, Communist Party of 3/32http://www.judis.nic.in Crl.', 'A.(MD)Nos.27 and 28 of 2018 India (Marxist) and A.I.A.D.M.K. had obtained 27.50 acres, 5 acres and 11.56 acres, o","['Section 120B in The Indian Penal Code', 'Section 302 in The Indian Penal Code']"
41721803,ENTITY,41721803,ilsi,"['On 26th August, 2015, learned counsel for respondent no.1 entered appearance and at her request she was given an opportunity to file a reply- affidavit within one week.', 'Respondent no. 1 and the m",['Section 363 in The Indian Penal Code']
41774947,ENTITY,41774947,ilsi,"['Heard on bail application.', 'Case-diary has been perused.', 'At the outset learned counsel for the applicants prayed for withdrawal of this application with liberty to move a regular bail applicati","['Section 452 in The Indian Penal Code', 'Section 323 in The Indian Penal Code', 'Section 34 in The Indian Penal Code', 'Section 294 in The Indian Penal Code']"
41775457,ENTITY,41775457,ilsi,"['He would further submit that there are no previous cases as against the petitioner.', 'However, he opposed the grant of anticipatory bail to the petitioner.', 'Taking into consideration of the facts","['Section 229A in The Indian Penal Code', 'Section 379 in The Indian Penal Code']"
417764,ENTITY,417764,ilsi,"['This case presents an object lesson and is illustrative of how a single principled individual can withstand corrupt forces and successfully bring them to book.', 'The conduct displayed by the then H","['Section 161 in The Indian Penal Code', 'Section 120B in The Indian Penal Code']"
41787264,ENTITY,41787264,ilsi,"['And In the matter of: Ajit Bera .. Appellant.', 'Dhananjay Banerjee.', '.. for the Appellant.', 'Admit the appeal.', 'Call for the records.', 'Issue usual notices.', 'Pending hearing of this appeal,",['Section 302 in The Indian Penal Code']
41791519,ENTITY,41791519,ilsi,"['The petitioners, who apprehend arrest for the offences punishable underSections 147, 148, 341, 294(b), 323, 324 and 506(ii) of IPC, in connectionwith the case in Crime No.827 of 2015, on the file of","['Section 148 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 323 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', 'Section 341 in The Indian Penal Code',"
41795296,ENTITY,41795296,ilsi,"['Heard on I.A.No.18173/2019 which is third application filed by the appellant under section 389 (1) of Cr.P.C. for suspension of his jail sentence passed by XXth Additional Sessions Judge, Jabalpur i",['Section 324 in The Indian Penal Code']
41797969,ENTITY,41797969,ilsi,"['C.C. as per rules.', '(RAJEEV KUMAR DUBEY) JUDGE VS Digitally signed by VARSHA SINGH Date: 18/10/2019 10:08:14', 'Case diary perused and arguments heard.', 'This criminal appeal has been filed under","['Section 3 in The Indian Penal Code', 'Section 294 in The Indian Penal Code', 'Section 323 in The Indian Penal Code']"
41905605,ENTITY,41905605,ilsi,"['The petitioner viz., K.Arumugam was serving as Village Assistant in Tholur Panchayat, Namakkal.', 'As against the said judgment, the petitioner preferred Criminal Appeal No.614 of 2010 before this C","['Section 307 in The Indian Penal Code', 'Section 294(b) in The Indian Penal Code', 'Section 324 in The Indian Penal Code', 'Section 302 in The Indian Penal Code']"
4190613,ENTITY,4190613,ilsi,"['(a) and (b), and 295 IPC to identical sentences as in (i) (a) to (d) above.', 'The bail and surety bonds furnished by Respondent No.1 stand cancelled Crl.', 'A. 1099/2013 Page 2 of 4 and he shall su","['Section 149 in The Indian Penal Code', 'Section 148 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', 'Section 436 in The Indian Penal Code', 'Section 302 in The Indian Penal Code',"
419069,ENTITY,419069,ilsi,"['(Order of the Court was made by P.D. DINAKARAN.', ""J) Challenging the order of detention dated 31.3.2007 made in No.131/BDFGISSV/2007, passed by the second respondent branding the petitioner as a 'G","['Section 379 in The Indian Penal Code', 'Section 392 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 307 in The Indian Penal Code', 'Section 336 in The Indian Penal Code',"
41910738,ENTITY,41910738,ilsi,"['In the matter of : An application for bail under Section 439 of the Code of Criminal Procedure filed on January 15, 2014 in connection with Khanakul Police Station Case No. 450 of 2012 dated Decembe","['Section 506 in The Indian Penal Code', 'Section 379 in The Indian Penal Code', 'Section 325 in The Indian Penal Code', 'Section 34 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', "
41913794,ENTITY,41913794,ilsi,"[""Hon'ble Shashi Kant,J."", 'Heard learned counsel for the petitioner and learned A.G.A.', 'The petitioner by means of this writ petition has challenged the show-cause notice dated 13.1.2016 issued aga","['Section 506 in The Indian Penal Code', 'Section 323 in The Indian Penal Code', 'Section 325 in The Indian Penal Code', 'Section 294 in The Indian Penal Code']"
4191386,ENTITY,4191386,ilsi,"['06.11.13 Item No. 45 Court No.17 A.B.', 'Item No. 45', 'And In the matter of: Tapan Kumar Mondal & Ors.', '- versus -', 'The State of West Bengal Opposite Party Mr. Atis Kumar Biswas For the Petitio","['Section 438 in The Indian Penal Code', 'Section 34 in The Indian Penal Code', 'Section 498A in The Indian Penal Code']"
41919362,ENTITY,41919362,ilsi,"['It is alleged against the applicant that she participated in the assault caused to the deceased.', 'Actually, the deceased committed suicide on 15.1.2015 and after keeping silence for 8 weeks his pa","['Section 306 in The Indian Penal Code', 'Section 34 in The Indian Penal Code']"
4192496,ENTITY,4192496,ilsi,"[""On 05.07.1992 at about 9.00 p.m. initially accused No.7 Venkat and accused No.6 Kalyan started abusing the informant's family because the informant refused to withdraw criminal case filed against th","['Section 149 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', 'Section 148 in The Indian Penal Code', 'Section 324 in The Indian Penal Code', 'Section 302 in The Indian Penal Code',"
41925505,ENTITY,41925505,ilsi,"['The informant Sagar Bagani, was running a hardware shop at village Telhara, District Akola.', 'His residence was abutting his shop precisely on the rear side of his shop.', 'He was residing with his","['Section 201 in The Indian Penal Code', 'Section 120B in The Indian Penal Code', 'Section 302 in The Indian Penal Code', 'Section 34 in The Indian Penal Code', 'Section 363 in The Indian Penal Code',"
418358,ENTITY,418358,ilsi,"['the injured witness in this case and thereafter attacked the deceased and also removed the ear studs of P. W. 2 viz., M, Os, 1 to 3, The occurrence in this case said to have taken place on 12-5-2001","['Section 302 in The Indian Penal Code', 'Section 397 in The Indian Penal Code', 'Section 313 in The Indian Penal Code']"
41843450,ENTITY,41843450,ilsi,"['It is not denied that the Air Operator Permit was granted to the petitioner in the year 2005 and has been renewed from time to time since that day.', 'The Show Cause Notice dated 30.07.2020 issued t",['Section 420 in The Indian Penal Code']
41860,ENTITY,41860,ilsi,"['Shop tea, Nagloi Rajapur, New Delhi.', 'Shankar, s/o Dal Chand, r/o.', 'Palajim Mehar Chand Village, Sarai Kale Khan, New Delhi.', 'JUDGMENT Mahinder Narain, J.', 'These three appeals are directed a","['Section 34 in The Indian Penal Code', 'Section 394 in The Indian Penal Code', 'Section 436 in The Indian Penal Code', 'Section 161 in The Indian Penal Code', 'Section 397 in The Indian Penal Code', "
41865645,ENTITY,41865645,ilsi,"['Thereafter, prosecutrix was recovered on 2.8.2015 from the house of accused/appellant No.3-Mool Chand.', 'Prosecutrix stated that co-accused Sandeep @ Pintu kidnapped her and took Bedapura.', 'Prese","['Section 363 in The Indian Penal Code', 'Section 376 in The Indian Penal Code', 'Section 366 in The Indian Penal Code']"
41874908,ENTITY,41874908,ilsi,"['Shri Ajay Tamrakar, P.L for the respondent no.2/State.', 'Heard the learned counsel for the parties on the question of admission.', 'The applicant has challenged the order dated 20.2.2015 passed by ","['Section 406 in The Indian Penal Code', 'Section 420 in The Indian Penal Code', 'Section 120B in The Indian Penal Code', 'Section 409 in The Indian Penal Code']"
41876304,ENTITY,41876304,ilsi,"['1421/2019 Page 3 of 3', '1421/2019 Page 1 of 3 of 14th March, 2019 (Annexure-D) vide which bail has been granted to co-accused-Poonam.', 'Bail Appln.', '1421/2019 Page 1 of 3', 'Upon hearing and on ","['Section 376 in The Indian Penal Code', 'Section 506 in The Indian Penal Code']"
41883603,ENTITY,41883603,ilsi,"['3 M.Cr.', 'State of M.P.) Govt. or Local Administration, then this order shall automatically lose its effect, and the Local Administration/Police Authorities shall immediately take her in custody an","['Section 34 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 376 in The Indian Penal Code', 'Section 366 in The Indian Penal Code', 'Section 376(2) in The Indian Penal Code"
41884009,ENTITY,41884009,ilsi,"['17.12.13 Item No. 64 Court No.17 A.B.', 'Item No. 64', 'And In the matter of: Bilesh Das @ Bille & Anr.', '- versus -', 'The State of West Bengal Opposite Party Mr. Sumanta Das For the Petitioners M","['Section 325 in The Indian Penal Code', 'Section 379 in The Indian Penal Code', 'Section 341 in The Indian Penal Code', 'Section 324 in The Indian Penal Code', 'Section 438 in The Indian Penal Code',"
41895282,ENTITY,41895282,ilsi,"['1 S/L February C.R.M. No.1348 of 2015', 'In the matter of : An application for bail under Section 439 of the Code of Criminal Procedure filed on February 12, 2015 in connection with Raiganj Police S","['Section 341 in The Indian Penal Code', 'Section 307 in The Indian Penal Code', 'Section 324 in The Indian Penal Code']"
41895944,ENTITY,41895944,ilsi,"['07 md.', 'And In Re:-', ""The State opposes the prayer and refers to the statement of the 16-year-old victim who claims that she was subjected to sexual intercourse on the petitioner's promise to mar","['Section 376 in The Indian Penal Code', 'Section 417 in The Indian Penal Code']"
41936963,ENTITY,41936963,ilsi,"['3 The facts in brief, as are necessary for the decision of this appeal, may briefly be stated thus:', 'Upon registration of the offence i.e. crime no.10 of 2003, he proceeded to the scene of the inc","['Section 147 in The Indian Penal Code', 'Section 148 in The Indian Penal Code', 'Section 149 in The Indian Penal Code']"
41937497,ENTITY,41937497,ilsi,"['It has been settled between us that my husband Sh.', 'Zakir Hussain will pay Rs.80,000/- to me towards ""Mehar"" and ""Iddat"" which has been lying deposited with the Mediator Sh.', 'Ahmed Hassan, S/o S","['Section 307 in The Indian Penal Code', 'Section 482 in The Indian Penal Code', 'Section 498A in The Indian Penal Code', 'Section 406 in The Indian Penal Code', 'Section 34 in The Indian Penal Code',"
41941887,ENTITY,41941887,ilsi,"['Certified copy of this order, if applied for, be given to the parties on priority basis.', '(Patherya, J.) (Debi Prosad Dey,J.)']","['Section 341 in The Indian Penal Code', 'Section 353 in The Indian Penal Code', 'Section 307 in The Indian Penal Code', 'Section 384 in The Indian Penal Code', 'Section 332 in The Indian Penal Code',"
41944252,ENTITY,41944252,ilsi,"['The prosecution case regarding arrest of these two accused was sought to be established by PW16 Insp.', 'Rajender Gautam who deposed that on 14/6/1996 he along with Insp.', 'Paras Nath, (PW-101) Ins","['Section 120B in The Indian Penal Code', 'Section 302 in The Indian Penal Code', 'Section 307 in The Indian Penal Code', 'Section 411 in The Indian Penal Code']"
41954257,ENTITY,41954257,ilsi,"['i. Anticipatory Bail Application No. 115 of 2019; ii.', 'In the event of arrest of the applicant in connection with CR No. 143 of 2018 registered with Badlapur Police Station, the applicant be relea",['Section 307 in The Indian Penal Code']
41958151,ENTITY,41958151,ilsi,"['3.The case of the prosecution in brief is as follows: In December 2004, Karukalacherry fishermen village, Karaikal is one of the Tsunami affected area.', 'After Tsunami, both the Central and the Uni","['Section 506 in The Indian Penal Code', 'Section 420 in The Indian Penal Code', 'Section 406 in The Indian Penal Code']"
41959844,ENTITY,41959844,ilsi,"['19.01.2021 Item No.02 Ct.No.28 Subha rejected C.R.M. 6090 of 2020 With CRAN 2 of 2020 (Via Video Conference) Mehul Kotecha and another', 'The State of West Bengal In Re: An application for bail unde","['Section 471 in The Indian Penal Code', 'Section 467 in The Indian Penal Code', 'Section 465 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 504 in The Indian Penal Code',"
41962755,ENTITY,41962755,ilsi,"['Heard on I.A.No.17278/2018 for amendment in the prayer clause of the petition.', 'For the reasons stated in the application, it is allowed.', 'Let the allowed amendment be carried out in the petitio",['Section 34 in The Indian Penal Code']
41963727,ENTITY,41963727,ilsi,"['This Criminal Revision Case is filed by the complainant against the order passed by the learned Chief Judicial Magistrate, Erode District, in C.M.P.No.869 of 2006, dated 11.08.2008, whereby, the pri","['Section 500 in The Indian Penal Code', 'Section 406 in The Indian Penal Code', 'Section 201 in The Indian Penal Code', 'Section 302 in The Indian Penal Code']"
41966522,ENTITY,41966522,ilsi,"['I.A.No.1404/15 has been filed on behalf of the appellant No.2 Albel Singh and appellant No.4 Banwar Singh under Section 389 (1) Cr.', 'P.C for suspension of jail sentence and releasing them on bail.","['Section 34 in The Indian Penal Code', 'Section 326 in The Indian Penal Code']"
41968880,ENTITY,41968880,ilsi,"['The applicants/accused have preferred this criminal revision under Section 397 of the Code of Criminal Procedure (for brevity ""Cr.P.C."") against the order dated 04.09.2018 passed by the Fourth Addit","['Section 302 in The Indian Penal Code', 'Section 323 in The Indian Penal Code', 'Section 34 in The Indian Penal Code']"
4196892,ENTITY,4196892,ilsi,"['Heard on the question of admission.', 'sh Appeal is admitted for hearing.', 'a hy Heard on I.A.No.1941/2018 an application for suspension of sentence and grant of bail to the appellant.', 'ad The ap",['Section 326 in The Indian Penal Code']
419725,ENTITY,419725,ilsi,"['Now at least they know that everything cannot be fair in contracts.', 'Some day they are expressed.', 'They should not be physically harassed further.', 'JUDGMENT Palshikar, J.', 'This appeal is fie",['Section 411 in The Indian Penal Code']
419735,ENTITY,419735,ilsi,"[""The necessary facts in brief are that the petitioner's close relation, Shyam Lal, who died on 30th December, 1966, was living with the petitioner in the said premises."", ""The petitioner continued to",['Section 448 in The Indian Penal Code']
41985844,ENTITY,41985844,ilsi,"['The prosecution version is that the informant by giving a written report in the police station Chandausi, District Moradabad (now Sambhal) lodged an FIR stating that his elder sister Rajni Sharma wa",['Section 306 in The Indian Penal Code']
41994263,ENTITY,41994263,ilsi,['1 019 t 28 C.R.M. 10344 of 2019 4 In Re : An application for anticipatory bail under section 438 of the Code of Criminal Procedure filed on 8.11.2019 in connection with Goaltore P.S case no. 205 of ,"['Section 323 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 427 in The Indian Penal Code', 'Section 308 in The Indian Penal Code', 'Section 341 in The Indian Penal Code',"
42005270,ENTITY,42005270,ilsi,"['It has been alleged on behalf of prosecution that the first informant -complainant - Devika approached to the Police of Bhingar Camp PoliceStation, Ahmednagar, on 03/01/2018 and ventilated the griev","['Section 498A in The Indian Penal Code', 'Section 34 in The Indian Penal Code']"
42048570,ENTITY,42048570,ilsi,"['It be made returnable within four weeks.', 'Heard on I.A.No.16018/17 an application for grant of ad-interim anticipatory bail.', 'The applicant apprehends arrest in connection with Crime/Complaint C","['Section 420 in The Indian Penal Code', 'Section 323 in The Indian Penal Code', 'Section 294 in The Indian Penal Code']"
42052337,ENTITY,42052337,ilsi,"['Original Accused No.1 resides in the same vicinity and is distantly related to her.', 'She contended that when she had gone to the forest area to pick up fire-wood around::: Uploaded on - 24/11/2020","['Section 306 in The Indian Penal Code', 'Section 452 in The Indian Penal Code', 'Section 294 in The Indian Penal Code', 'Section 143 in The Indian Penal Code', 'Section 147 in The Indian Penal Code',"
42053995,ENTITY,42053995,ilsi,['pk CRM No. 4527 of 2015 In Re:- An application for anticipatory bail under Section 438 of the Code of Criminal Procedure filed on 13.05.15 in connection with Mekhliganj P.S. Case No. 434/14 dated 15,['Section 34 in The Indian Penal Code']
42055230,ENTITY,42055230,ilsi,"['With the consent of learned counsel for both the parties, the matter is heard finally.', 'This is the first bail application filed by applicant under Section 438 of the Cr.P.C. for grant of anticipa","['Section 506 in The Indian Penal Code', 'Section 353 in The Indian Penal Code', 'Section 186 in The Indian Penal Code']"
420595,ENTITY,420595,ilsi,"['Jagdeo appeals against his conviction under Section 460, I. P. C. A notice was issued to him to show cause why the sentence passed against him be not enhanced.', 'Her ornaments had been removed.', ""","['Section 302 in The Indian Penal Code', 'Section 457 in The Indian Penal Code', 'Section 149 in The Indian Penal Code']"
420618,ENTITY,420618,ilsi,"['The facts of the case according to the first information report (Ex. Ka-1) submitted at police station Sambhal District Moradabad at 7 a.m. are that at 5-30 a.m. the informant, Akbar Ali (P.W. 1) ha","['Section 302 in The Indian Penal Code', 'Section 201 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', 'Section 164 in The Indian Penal Code', 'Section 149 in The Indian Penal Code']"
42062675,ENTITY,42062675,ilsi,"['Certain facts are not disputed.', 'The appellant - accused no.1Altaf and his brother accused no.2 Pappu, accused no.3 Sitaram andaccused no.4 Jayram Kale belong to financially well settled class inr","['Section 302 in The Indian Penal Code', 'Section 149 in The Indian Penal Code', 'Section 364 in The Indian Penal Code', 'Section 148 in The Indian Penal Code', 'Section 395 in The Indian Penal Code',"
42063961,ENTITY,42063961,ilsi,"['Sushil Ansal is the former Managing Director of Green Park Theatres Associated Private Limited (GPTAPL) which had built and established Uphaar Cinema.', 'Gopal Ansal is the brother of Sushil Ansal a","['Section 409 in The Indian Penal Code', 'Section 201 in The Indian Penal Code', 'Section 109 in The Indian Penal Code', 'Section 304A in The Indian Penal Code', 'Section 120 in The Indian Penal Code'"
42064801,ENTITY,42064801,ilsi,"['Bail Allowed md.', 'CRM No. 5178 of 2018 In Re:- An application for anticipatory bail under section 438 of the Code of Criminal Procedure filed on 23.7.2018 in connection with Thanarpara Police Stat","['Section 498A in The Indian Penal Code', 'Section 304B in The Indian Penal Code', 'Section 34 in The Indian Penal Code', 'Section 438 in The Indian Penal Code']"
42090008,ENTITY,42090008,ilsi,"['The valuation report was submitted by him under his signatures.', 'Under the circumstances, it cannot be said that the report was false, bogus or forged.', 'It was submitted that the loan and credit","['Section 468 in The Indian Penal Code', 'Section 420 in The Indian Penal Code', 'Section 467 in The Indian Penal Code', 'Section 471 in The Indian Penal Code', 'Section 13 in The Indian Penal Code']"
42091269,ENTITY,42091269,ilsi,"['DATE : 18/10/2016 ORAL JUDGMENT :', 'Criminal Writ Petition is heard finally with consent of the learned counsel for the parties.', '::: Uploaded on - 20/10/2016 ::: Downloaded on - 21/10/2016 00:46","['Section 323 in The Indian Penal Code', 'Section 294 in The Indian Penal Code', 'Section 148 in The Indian Penal Code', 'Section 161 in The Indian Penal Code', 'Section 506 in The Indian Penal Code',"
42091301,ENTITY,42091301,ilsi,"['Allowed md.', 'CRM No. 7736 of 2018 Re:- An application for anticipatory bail under section 438 of the Code of Criminal Procedure filed on 7th September, 2018 in connection with Banarhat Police Stat","['Section 498A in The Indian Penal Code', 'Section 306 in The Indian Penal Code', 'Section 438 in The Indian Penal Code']"
42106373,ENTITY,42106373,ilsi,"['The marriage ran into rough weather.', 'M.C. No.227/2019 Page 1 of 7', 'It appears that the parties also came to be involved in certain other cases including a petition under section 12 of Protectio","['Section 498A in The Indian Penal Code', 'Section 406 in The Indian Penal Code', 'Section 34 in The Indian Penal Code', 'Section 307 in The Indian Penal Code']"
421206,ENTITY,421206,ilsi,['The learned advocate for the appellant has taken us through both oral and documentary evidence and has tried to suggest that the entire conduct of the victim Nanda is a conduct of consent and not of,"['Section 363 in The Indian Penal Code', 'Section 376 in The Indian Penal Code', 'Section 366 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 504 in The Indian Penal Code',"
42162738,ENTITY,42162738,ilsi,"['A.892.2010 & Crl.', 'A.1399.2010 Page 1 of 40', 'Sessions Judge in Session Case No. 119/2007 arising out of FIR No. 283/2007, Police Station Vivek Vihar whereby both the accused persons were convict","['Section 34 in The Indian Penal Code', 'Section 302 in The Indian Penal Code', 'Section 323 in The Indian Penal Code']"
42164534,ENTITY,42164534,ilsi,"['When goods are transported from one destination to another, the goods are insured for the period during which they are being transported and till they are delivered at the destination.', 'The consig","['Section 420 in The Indian Penal Code', 'Section 471 in The Indian Penal Code', 'Section 468 in The Indian Penal Code', 'Section 467 in The Indian Penal Code', 'Section 120B in The Indian Penal Code'"
42165259,ENTITY,42165259,ilsi,"['The name of the mother of the prosecutrix is recorded as Phoolwati and the name of the father of the prosecutrix is recorded as Hukam Chand.', '4. PW-2, Hukam Chand, in his statement has stated that",['Section 376 in The Indian Penal Code']
42166088,ENTITY,42166088,ilsi,"[""Challenging the order of dismissal, of the petitioner's application todischarge the charges, the present Revision Case has been filed by thepetitioner."", 'The learned counsel appearing for the petit",['Section 13 in The Indian Penal Code']
421717,ENTITY,421717,ilsi,"['According to prosecution, on 3-8-95, around 21.30 hours, deceased Mishrilal was returning back to his house.', 'Near Shankar temple on Siddhbaba Road, where appellants were standing, when deceased M","['Section 302 in The Indian Penal Code', 'Section 149 in The Indian Penal Code', 'Section 147 in The Indian Penal Code', 'Section 161 in The Indian Penal Code', 'Section 148 in The Indian Penal Code',"
42178545,ENTITY,42178545,ilsi,"['In the affidavit filed in support of this writ petition, the petitioner would aver among other things that he is a senior citizen and social worker and he is interested in doing special work affecti",['Section 302 in The Indian Penal Code']
4218310,ENTITY,4218310,ilsi,"['2) The Case of the prosecution in brief is as follows:- That the accused belongs to Hindu Vanniyar community and that the deceased belongs to Hindu Adi-Dravidar community.', 'The 1st accused and the",['Section 306 in The Indian Penal Code']
421860,ENTITY,421860,ilsi,"['The plaintiffs case is that the plaintiff is a tenant and is running Tea-Hotel in the building bearing Door No. 3, North Car Street, at Sankarankovil, It belongs to the defendant.', 'The defendant s",['Section 302 in The Indian Penal Code']
42187699,ENTITY,42187699,ilsi,"['Heard on admission.', 'This appeal has been preferred under Section 372 of the Code of Criminal Procedure (hereinafter referred to as ""the Code"") being aggrieved with the judgment dated 5.5.2011 pas",['Section 376 in The Indian Penal Code']
42188417,ENTITY,42188417,ilsi,"['Heard on admission.', 'This appeal has been preferred under Section 372 of the Code of Criminal Procedure (hereinafter referred to as ""the Code"") being aggrieved with the judgment passed by Addition","['Section 302 in The Indian Penal Code', 'Section 304 in The Indian Penal Code']"
42189104,ENTITY,42189104,ilsi,"['The prosecution case is that the complainant/prosecutrix who was then 17 years, born on 26-05-1976, was studying in standard 9th at Pandit Jawaharlal Nehru Vidyalaya, Awalpur.', 'She was suffering f","['Section 506 in The Indian Penal Code', 'Section 376 in The Indian Penal Code']"
42189409,ENTITY,42189409,ilsi,"['This is an appeal under Section 14-A(2) of SC/ST Act filed against the order dt. 04/04/2019 passed by Special Judge, Badwani in ST no. 10/2019 in connection with Crime No.89/2019 registered at Polic","['Section 354 in The Indian Penal Code', 'Section 506 in The Indian Penal Code', 'Section 341 in The Indian Penal Code']"
421896,ENTITY,421896,ilsi,"['The respondent and Dama (P. W. 1) who is the victim of the incident are residents of village Sayagaon.', 'P. W. 1 Dama, P. W. 2 Doma, and P. W. 3 Bhau-rao Raut under whom the respondent was serving ","['Section 325 in The Indian Penal Code', 'Section 307 in The Indian Penal Code', 'Section 326 in The Indian Penal Code', 'Section 302 in The Indian Penal Code', 'Section 34 in The Indian Penal Code', "
42194331,ENTITY,42194331,ilsi,"['DATED: 18th March, 2019 P.C. :', 'Rule made returnable forthwith.', 'By consent, the Writ Petition is heard finally and decided at the stage of admission.', 'The respondent no. 2 has filed 1 of 4 ::","['Section 323 in The Indian Penal Code', 'Section 504 in The Indian Penal Code', 'Section 506 in The Indian Penal Code']"
42197189,ENTITY,42197189,ilsi,"['Ct, No. 07 (V.B.) F.B. & S.S.D.', 'CRR No. 3527 of 2016 Goutam Paul Vs.', 'Mr. Soumopriyo Chowdhury, Mr. Debapratim Guha ..... For the Petitioner.']","['Section 467 in The Indian Penal Code', 'Section 468 in The Indian Penal Code', 'Section 471 in The Indian Penal Code', 'Section 120B in The Indian Penal Code', 'Section 409 in The Indian Penal Code'"
42199196,ENTITY,42199196,ilsi,['The applicant has moved a petition under section 482 of the Cr.P.C. to quash the proceeding pending against her before the trial Court relating to crime No.363/2012 registered at Police Station Gora,['Section 498A in The Indian Penal Code']
