source,target,type,relationship_type,source_type,priority_score
418222,42978254,SAME_TYPE,ENTITY,synthetic,
41827513,41829157,SAME_TYPE,ENTITY,synthetic,
41827513,417087,SAME_TYPE,ENTITY,synthetic,
41827513,41774947,SAME_TYPE,ENTITY,synthetic,
41827513,41843450,SAME_TYPE,ENTITY,synthetic,
41827513,42053995,SAME_TYPE,ENTITY,synthetic,
41827513,42055230,SAME_TYPE,ENTITY,synthetic,
41827513,42062675,SAME_TYPE,ENTITY,synthetic,
41827513,42091301,SAME_TYPE,ENTITY,synthetic,
41827513,421206,SAME_TYPE,ENTITY,synthetic,
41827513,42164534,SAME_TYPE,ENTITY,synthetic,
41827513,421896,SAME_TYPE,ENTITY,synthetic,
41827513,42199196,SAME_TYPE,ENTITY,synthetic,
41827513,42266980,SAME_TYPE,ENTITY,synthetic,
41827513,42268800,SAME_TYPE,ENTITY,synthetic,
41827513,42275214,SAME_TYPE,ENTITY,synthetic,
41827513,423809,SAME_TYPE,ENTITY,synthetic,
41827513,4238484,SAME_TYPE,ENTITY,synthetic,
41827513,422074,SAME_TYPE,ENTITY,synthetic,
41827513,42428263,SAME_TYPE,ENTITY,synthetic,
41827513,42433646,SAME_TYPE,ENTITY,synthetic,
41827513,4245955,SAME_TYPE,ENTITY,synthetic,
41827513,4249942,SAME_TYPE,ENTITY,synthetic,
41827513,42618611,SAME_TYPE,ENTITY,synthetic,
41827513,42760,SAME_TYPE,ENTITY,synthetic,
41827513,42972262,SAME_TYPE,ENTITY,synthetic,
41827513,43003219,SAME_TYPE,ENTITY,synthetic,
41829157,41830743,SAME_TYPE,ENTITY,synthetic,
41829157,416875,SAME_TYPE,ENTITY,synthetic,
41829157,4168837,SAME_TYPE,ENTITY,synthetic,
41829157,41774947,SAME_TYPE,ENTITY,synthetic,
41829157,41787264,SAME_TYPE,ENTITY,synthetic,
41829157,41795296,SAME_TYPE,ENTITY,synthetic,
41829157,41905605,SAME_TYPE,ENTITY,synthetic,
41829157,419069,SAME_TYPE,ENTITY,synthetic,
41829157,4191386,SAME_TYPE,ENTITY,synthetic,
41829157,41876304,SAME_TYPE,ENTITY,synthetic,
41829157,41936963,SAME_TYPE,ENTITY,synthetic,
41829157,41963727,SAME_TYPE,ENTITY,synthetic,
41829157,419725,SAME_TYPE,ENTITY,synthetic,
41829157,420618,SAME_TYPE,ENTITY,synthetic,
41829157,42064801,SAME_TYPE,ENTITY,synthetic,
41829157,42090008,SAME_TYPE,ENTITY,synthetic,
41829157,42091301,SAME_TYPE,ENTITY,synthetic,
41829157,42164534,SAME_TYPE,ENTITY,synthetic,
41829157,42178545,SAME_TYPE,ENTITY,synthetic,
41829157,42205304,SAME_TYPE,ENTITY,synthetic,
41829157,42257570,SAME_TYPE,ENTITY,synthetic,
41829157,422721,SAME_TYPE,ENTITY,synthetic,
41829157,423833,SAME_TYPE,ENTITY,synthetic,
41829157,4249942,SAME_TYPE,ENTITY,synthetic,
41829157,42508934,SAME_TYPE,ENTITY,synthetic,
41829157,42521661,SAME_TYPE,ENTITY,synthetic,
41829157,42525316,SAME_TYPE,ENTITY,synthetic,
41829157,42535,SAME_TYPE,ENTITY,synthetic,
41829157,42293225,SAME_TYPE,ENTITY,synthetic,
41829157,42320815,SAME_TYPE,ENTITY,synthetic,
41829157,42676113,SAME_TYPE,ENTITY,synthetic,
41829157,42629769,SAME_TYPE,ENTITY,synthetic,
41829157,42747621,SAME_TYPE,ENTITY,synthetic,
41829157,427536,SAME_TYPE,ENTITY,synthetic,
41830743,41687937,SAME_TYPE,ENTITY,synthetic,
41830743,41688554,SAME_TYPE,ENTITY,synthetic,
41830743,41775457,SAME_TYPE,ENTITY,synthetic,
41830743,41787264,SAME_TYPE,ENTITY,synthetic,
41830743,4190613,SAME_TYPE,ENTITY,synthetic,
41830743,41919362,SAME_TYPE,ENTITY,synthetic,
41830743,41925505,SAME_TYPE,ENTITY,synthetic,
41830743,41874908,SAME_TYPE,ENTITY,synthetic,
41830743,41883603,SAME_TYPE,ENTITY,synthetic,
41830743,41959844,SAME_TYPE,ENTITY,synthetic,
41830743,42178545,SAME_TYPE,ENTITY,synthetic,
41830743,422557,SAME_TYPE,ENTITY,synthetic,
41830743,42257570,SAME_TYPE,ENTITY,synthetic,
41830743,42271,SAME_TYPE,ENTITY,synthetic,
41830743,423833,SAME_TYPE,ENTITY,synthetic,
41830743,42406183,SAME_TYPE,ENTITY,synthetic,
41830743,42070430,SAME_TYPE,ENTITY,synthetic,
41830743,42428263,SAME_TYPE,ENTITY,synthetic,
41830743,42518724,SAME_TYPE,ENTITY,synthetic,
41830743,42292727,SAME_TYPE,ENTITY,synthetic,
41830743,42320815,SAME_TYPE,ENTITY,synthetic,
41830743,42653583,SAME_TYPE,ENTITY,synthetic,
41830743,42683614,SAME_TYPE,ENTITY,synthetic,
41830743,42619722,SAME_TYPE,ENTITY,synthetic,
41830743,4279567,SAME_TYPE,ENTITY,synthetic,
41830743,42798679,SAME_TYPE,ENTITY,synthetic,
41830743,42803906,SAME_TYPE,ENTITY,synthetic,
416818,416875,SAME_TYPE,ENTITY,synthetic,
416818,41720592,SAME_TYPE,ENTITY,synthetic,
416818,4190613,SAME_TYPE,ENTITY,synthetic,
416818,419069,SAME_TYPE,ENTITY,synthetic,
416818,4191386,SAME_TYPE,ENTITY,synthetic,
416818,41944252,SAME_TYPE,ENTITY,synthetic,
416818,4196892,SAME_TYPE,ENTITY,synthetic,
416818,419725,SAME_TYPE,ENTITY,synthetic,
416818,41985844,SAME_TYPE,ENTITY,synthetic,
416818,421717,SAME_TYPE,ENTITY,synthetic,
416818,42188417,SAME_TYPE,ENTITY,synthetic,
416818,424274,SAME_TYPE,ENTITY,synthetic,
416818,42535,SAME_TYPE,ENTITY,synthetic,
416818,426595,SAME_TYPE,ENTITY,synthetic,
416818,42676113,SAME_TYPE,ENTITY,synthetic,
416818,42690068,SAME_TYPE,ENTITY,synthetic,
416818,42691457,SAME_TYPE,ENTITY,synthetic,
416818,42629029,SAME_TYPE,ENTITY,synthetic,
416818,42795668,SAME_TYPE,ENTITY,synthetic,
416818,42801205,SAME_TYPE,ENTITY,synthetic,
416818,42980506,SAME_TYPE,ENTITY,synthetic,
416818,42980855,SAME_TYPE,ENTITY,synthetic,
416818,42984245,SAME_TYPE,ENTITY,synthetic,
416875,41698988,SAME_TYPE,ENTITY,synthetic,
416875,41720592,SAME_TYPE,ENTITY,synthetic,
416875,41843450,SAME_TYPE,ENTITY,synthetic,
416875,41895282,SAME_TYPE,ENTITY,synthetic,
416875,41994263,SAME_TYPE,ENTITY,synthetic,
416875,42005270,SAME_TYPE,ENTITY,synthetic,
416875,42164534,SAME_TYPE,ENTITY,synthetic,
416875,421860,SAME_TYPE,ENTITY,synthetic,
416875,42187699,SAME_TYPE,ENTITY,synthetic,
416875,42189409,SAME_TYPE,ENTITY,synthetic,
416875,421896,SAME_TYPE,ENTITY,synthetic,
416875,42194331,SAME_TYPE,ENTITY,synthetic,
416875,42405088,SAME_TYPE,ENTITY,synthetic,
416875,42490512,SAME_TYPE,ENTITY,synthetic,
416875,42602167,SAME_TYPE,ENTITY,synthetic,
416875,424206,SAME_TYPE,ENTITY,synthetic,
416875,42426605,SAME_TYPE,ENTITY,synthetic,
416875,42428263,SAME_TYPE,ENTITY,synthetic,
416875,42321260,SAME_TYPE,ENTITY,synthetic,
416875,42657825,SAME_TYPE,ENTITY,synthetic,
416875,42629029,SAME_TYPE,ENTITY,synthetic,
416875,4279567,SAME_TYPE,ENTITY,synthetic,
416875,42984245,SAME_TYPE,ENTITY,synthetic,
41687937,41688554,SAME_TYPE,ENTITY,synthetic,
41687937,41720592,SAME_TYPE,ENTITY,synthetic,
41687937,41721803,SAME_TYPE,ENTITY,synthetic,
41687937,41787264,SAME_TYPE,ENTITY,synthetic,
41687937,4190613,SAME_TYPE,ENTITY,synthetic,
41687937,41919362,SAME_TYPE,ENTITY,synthetic,
41687937,4192496,SAME_TYPE,ENTITY,synthetic,
41687937,418358,SAME_TYPE,ENTITY,synthetic,
41687937,41874908,SAME_TYPE,ENTITY,synthetic,
41687937,41968880,SAME_TYPE,ENTITY,synthetic,
41687937,41994263,SAME_TYPE,ENTITY,synthetic,
41687937,42062675,SAME_TYPE,ENTITY,synthetic,
41687937,42091269,SAME_TYPE,ENTITY,synthetic,
41687937,42178545,SAME_TYPE,ENTITY,synthetic,
41687937,42194331,SAME_TYPE,ENTITY,synthetic,
41687937,42268800,SAME_TYPE,ENTITY,synthetic,
41687937,42271,SAME_TYPE,ENTITY,synthetic,
41687937,42410849,SAME_TYPE,ENTITY,synthetic,
41687937,42379647,SAME_TYPE,ENTITY,synthetic,
41687937,42460866,SAME_TYPE,ENTITY,synthetic,
41687937,4249765,SAME_TYPE,ENTITY,synthetic,
41687937,42504802,SAME_TYPE,ENTITY,synthetic,
41687937,42539895,SAME_TYPE,ENTITY,synthetic,
41687937,42293225,SAME_TYPE,ENTITY,synthetic,
41687937,426509,SAME_TYPE,ENTITY,synthetic,
41687937,42657825,SAME_TYPE,ENTITY,synthetic,
41687937,42683614,SAME_TYPE,ENTITY,synthetic,
41687937,426405,SAME_TYPE,ENTITY,synthetic,
41687937,4279567,SAME_TYPE,ENTITY,synthetic,
41687937,4280395,SAME_TYPE,ENTITY,synthetic,
41687937,4280465,SAME_TYPE,ENTITY,synthetic,
41687937,42750382,SAME_TYPE,ENTITY,synthetic,
41687937,427536,SAME_TYPE,ENTITY,synthetic,
41687937,42773458,SAME_TYPE,ENTITY,synthetic,
41687937,43003219,SAME_TYPE,ENTITY,synthetic,
4168837,41775457,SAME_TYPE,ENTITY,synthetic,
4168837,419069,SAME_TYPE,ENTITY,synthetic,
4168837,41913794,SAME_TYPE,ENTITY,synthetic,
4168837,41876304,SAME_TYPE,ENTITY,synthetic,
4168837,41936963,SAME_TYPE,ENTITY,synthetic,
4168837,41962755,SAME_TYPE,ENTITY,synthetic,
4168837,41968880,SAME_TYPE,ENTITY,synthetic,
4168837,42005270,SAME_TYPE,ENTITY,synthetic,
4168837,42048570,SAME_TYPE,ENTITY,synthetic,
4168837,42064801,SAME_TYPE,ENTITY,synthetic,
4168837,42106373,SAME_TYPE,ENTITY,synthetic,
4168837,42162738,SAME_TYPE,ENTITY,synthetic,
4168837,42165259,SAME_TYPE,ENTITY,synthetic,
4168837,4218310,SAME_TYPE,ENTITY,synthetic,
4168837,42205304,SAME_TYPE,ENTITY,synthetic,
4168837,422074,SAME_TYPE,ENTITY,synthetic,
4168837,42707362,SAME_TYPE,ENTITY,synthetic,
4168837,42420470,SAME_TYPE,ENTITY,synthetic,
4168837,42509590,SAME_TYPE,ENTITY,synthetic,
4168837,42535,SAME_TYPE,ENTITY,synthetic,
4168837,42545364,SAME_TYPE,ENTITY,synthetic,
4168837,42321260,SAME_TYPE,ENTITY,synthetic,
4168837,42654916,SAME_TYPE,ENTITY,synthetic,
4168837,426595,SAME_TYPE,ENTITY,synthetic,
4168837,42690068,SAME_TYPE,ENTITY,synthetic,
4168837,42697847,SAME_TYPE,ENTITY,synthetic,
4168837,4280465,SAME_TYPE,ENTITY,synthetic,
4168837,42779199,SAME_TYPE,ENTITY,synthetic,
4168837,42978254,SAME_TYPE,ENTITY,synthetic,
41688554,41720592,SAME_TYPE,ENTITY,synthetic,
41688554,41721803,SAME_TYPE,ENTITY,synthetic,
41688554,419069,SAME_TYPE,ENTITY,synthetic,
41688554,41883603,SAME_TYPE,ENTITY,synthetic,
41688554,41936963,SAME_TYPE,ENTITY,synthetic,
41688554,41966522,SAME_TYPE,ENTITY,synthetic,
41688554,42005270,SAME_TYPE,ENTITY,synthetic,
41688554,42055230,SAME_TYPE,ENTITY,synthetic,
41688554,420618,SAME_TYPE,ENTITY,synthetic,
41688554,42062675,SAME_TYPE,ENTITY,synthetic,
41688554,42091269,SAME_TYPE,ENTITY,synthetic,
41688554,42187699,SAME_TYPE,ENTITY,synthetic,
41688554,42406183,SAME_TYPE,ENTITY,synthetic,
41688554,42253272,SAME_TYPE,ENTITY,synthetic,
41688554,42379647,SAME_TYPE,ENTITY,synthetic,
41688554,42420470,SAME_TYPE,ENTITY,synthetic,
41688554,42426605,SAME_TYPE,ENTITY,synthetic,
41688554,42428263,SAME_TYPE,ENTITY,synthetic,
41688554,42433646,SAME_TYPE,ENTITY,synthetic,
41688554,42456331,SAME_TYPE,ENTITY,synthetic,
41688554,42460866,SAME_TYPE,ENTITY,synthetic,
41688554,42504802,SAME_TYPE,ENTITY,synthetic,
41688554,42293225,SAME_TYPE,ENTITY,synthetic,
41688554,426595,SAME_TYPE,ENTITY,synthetic,
41688554,42619722,SAME_TYPE,ENTITY,synthetic,
41688554,42629769,SAME_TYPE,ENTITY,synthetic,
41688554,4279567,SAME_TYPE,ENTITY,synthetic,
41688554,42799242,SAME_TYPE,ENTITY,synthetic,
41688554,428156,SAME_TYPE,ENTITY,synthetic,
41688554,42773458,SAME_TYPE,ENTITY,synthetic,
41688554,42779199,SAME_TYPE,ENTITY,synthetic,
41688554,42972262,SAME_TYPE,ENTITY,synthetic,
41688554,43003219,SAME_TYPE,ENTITY,synthetic,
41698988,4191386,SAME_TYPE,ENTITY,synthetic,
41698988,41925505,SAME_TYPE,ENTITY,synthetic,
41698988,418358,SAME_TYPE,ENTITY,synthetic,
41698988,41941887,SAME_TYPE,ENTITY,synthetic,
41698988,41959844,SAME_TYPE,ENTITY,synthetic,
41698988,41963727,SAME_TYPE,ENTITY,synthetic,
41698988,419735,SAME_TYPE,ENTITY,synthetic,
41698988,42052337,SAME_TYPE,ENTITY,synthetic,
41698988,42091301,SAME_TYPE,ENTITY,synthetic,
41698988,42164534,SAME_TYPE,ENTITY,synthetic,
41698988,42256685,SAME_TYPE,ENTITY,synthetic,
41698988,42257570,SAME_TYPE,ENTITY,synthetic,
41698988,422721,SAME_TYPE,ENTITY,synthetic,
41698988,423809,SAME_TYPE,ENTITY,synthetic,
41698988,42410849,SAME_TYPE,ENTITY,synthetic,
41698988,424274,SAME_TYPE,ENTITY,synthetic,
41698988,42455270,SAME_TYPE,ENTITY,synthetic,
41698988,4249765,SAME_TYPE,ENTITY,synthetic,
41698988,42518724,SAME_TYPE,ENTITY,synthetic,
41698988,42525316,SAME_TYPE,ENTITY,synthetic,
41698988,42654916,SAME_TYPE,ENTITY,synthetic,
41698988,4279567,SAME_TYPE,ENTITY,synthetic,
41698988,42799242,SAME_TYPE,ENTITY,synthetic,
41698988,42801205,SAME_TYPE,ENTITY,synthetic,
41698988,428041,SAME_TYPE,ENTITY,synthetic,
41698988,42747621,SAME_TYPE,ENTITY,synthetic,
41698988,427536,SAME_TYPE,ENTITY,synthetic,
41698988,42760,SAME_TYPE,ENTITY,synthetic,
41707085,417087,SAME_TYPE,ENTITY,synthetic,
41707085,41791519,SAME_TYPE,ENTITY,synthetic,
41707085,41925505,SAME_TYPE,ENTITY,synthetic,
41707085,41865645,SAME_TYPE,ENTITY,synthetic,
41707085,41883603,SAME_TYPE,ENTITY,synthetic,
41707085,41994263,SAME_TYPE,ENTITY,synthetic,
41707085,420595,SAME_TYPE,ENTITY,synthetic,
41707085,42064801,SAME_TYPE,ENTITY,synthetic,
41707085,42164534,SAME_TYPE,ENTITY,synthetic,
41707085,42166088,SAME_TYPE,ENTITY,synthetic,
41707085,42189409,SAME_TYPE,ENTITY,synthetic,
41707085,421896,SAME_TYPE,ENTITY,synthetic,
41707085,42194331,SAME_TYPE,ENTITY,synthetic,
41707085,42199196,SAME_TYPE,ENTITY,synthetic,
41707085,42410849,SAME_TYPE,ENTITY,synthetic,
41707085,42490512,SAME_TYPE,ENTITY,synthetic,
41707085,42602167,SAME_TYPE,ENTITY,synthetic,
41707085,424274,SAME_TYPE,ENTITY,synthetic,
41707085,42456331,SAME_TYPE,ENTITY,synthetic,
41707085,42508934,SAME_TYPE,ENTITY,synthetic,
41707085,42535,SAME_TYPE,ENTITY,synthetic,
41707085,42545364,SAME_TYPE,ENTITY,synthetic,
41707085,42292727,SAME_TYPE,ENTITY,synthetic,
41707085,426509,SAME_TYPE,ENTITY,synthetic,
41707085,42653583,SAME_TYPE,ENTITY,synthetic,
41707085,42657825,SAME_TYPE,ENTITY,synthetic,
41707085,42690068,SAME_TYPE,ENTITY,synthetic,
41707085,42803906,SAME_TYPE,ENTITY,synthetic,
41707085,42748130,SAME_TYPE,ENTITY,synthetic,
41707085,427516,SAME_TYPE,ENTITY,synthetic,
41707085,42760,SAME_TYPE,ENTITY,synthetic,
41707085,427628,SAME_TYPE,ENTITY,synthetic,
41707085,42783540,SAME_TYPE,ENTITY,synthetic,
41707085,42984245,SAME_TYPE,ENTITY,synthetic,
417087,41721803,SAME_TYPE,ENTITY,synthetic,
417087,41774947,SAME_TYPE,ENTITY,synthetic,
417087,41791519,SAME_TYPE,ENTITY,synthetic,
417087,41905605,SAME_TYPE,ENTITY,synthetic,
417087,4190613,SAME_TYPE,ENTITY,synthetic,
417087,41843450,SAME_TYPE,ENTITY,synthetic,
417087,41895944,SAME_TYPE,ENTITY,synthetic,
417087,419735,SAME_TYPE,ENTITY,synthetic,
417087,41994263,SAME_TYPE,ENTITY,synthetic,
417087,42005270,SAME_TYPE,ENTITY,synthetic,
417087,42091301,SAME_TYPE,ENTITY,synthetic,
417087,42164534,SAME_TYPE,ENTITY,synthetic,
417087,42165259,SAME_TYPE,ENTITY,synthetic,
417087,421860,SAME_TYPE,ENTITY,synthetic,
417087,42188417,SAME_TYPE,ENTITY,synthetic,
417087,423940,SAME_TYPE,ENTITY,synthetic,
417087,422074,SAME_TYPE,ENTITY,synthetic,
417087,42284392,SAME_TYPE,ENTITY,synthetic,
417087,42379647,SAME_TYPE,ENTITY,synthetic,
417087,42420470,SAME_TYPE,ENTITY,synthetic,
417087,42434240,SAME_TYPE,ENTITY,synthetic,
417087,42438131,SAME_TYPE,ENTITY,synthetic,
417087,42457863,SAME_TYPE,ENTITY,synthetic,
417087,42460866,SAME_TYPE,ENTITY,synthetic,
417087,42523128,SAME_TYPE,ENTITY,synthetic,
417087,42525316,SAME_TYPE,ENTITY,synthetic,
417087,42539895,SAME_TYPE,ENTITY,synthetic,
417087,42293225,SAME_TYPE,ENTITY,synthetic,
417087,42320815,SAME_TYPE,ENTITY,synthetic,
417087,42654916,SAME_TYPE,ENTITY,synthetic,
417087,42662412,SAME_TYPE,ENTITY,synthetic,
417087,42620145,SAME_TYPE,ENTITY,synthetic,
417087,42629029,SAME_TYPE,ENTITY,synthetic,
417087,426405,SAME_TYPE,ENTITY,synthetic,
417087,42795668,SAME_TYPE,ENTITY,synthetic,
417087,42799242,SAME_TYPE,ENTITY,synthetic,
417087,42972401,SAME_TYPE,ENTITY,synthetic,
417087,43003219,SAME_TYPE,ENTITY,synthetic,
41711967,41775457,SAME_TYPE,ENTITY,synthetic,
41711967,41797969,SAME_TYPE,ENTITY,synthetic,
41711967,41941887,SAME_TYPE,ENTITY,synthetic,
41711967,41963727,SAME_TYPE,ENTITY,synthetic,
41711967,4196892,SAME_TYPE,ENTITY,synthetic,
41711967,419735,SAME_TYPE,ENTITY,synthetic,
41711967,42048570,SAME_TYPE,ENTITY,synthetic,
41711967,42055230,SAME_TYPE,ENTITY,synthetic,
41711967,42064801,SAME_TYPE,ENTITY,synthetic,
41711967,421860,SAME_TYPE,ENTITY,synthetic,
41711967,42187699,SAME_TYPE,ENTITY,synthetic,
41711967,42189104,SAME_TYPE,ENTITY,synthetic,
41711967,42420470,SAME_TYPE,ENTITY,synthetic,
41711967,424206,SAME_TYPE,ENTITY,synthetic,
41711967,4249942,SAME_TYPE,ENTITY,synthetic,
41711967,42508934,SAME_TYPE,ENTITY,synthetic,
41711967,42523128,SAME_TYPE,ENTITY,synthetic,
41711967,42539895,SAME_TYPE,ENTITY,synthetic,
41711967,42662412,SAME_TYPE,ENTITY,synthetic,
41711967,427516,SAME_TYPE,ENTITY,synthetic,
41711967,427536,SAME_TYPE,ENTITY,synthetic,
41711967,42972401,SAME_TYPE,ENTITY,synthetic,
41711967,42978254,SAME_TYPE,ENTITY,synthetic,
41711967,42980855,SAME_TYPE,ENTITY,synthetic,
41720592,41774947,SAME_TYPE,ENTITY,synthetic,
41720592,41787264,SAME_TYPE,ENTITY,synthetic,
41720592,41795296,SAME_TYPE,ENTITY,synthetic,
41720592,419069,SAME_TYPE,ENTITY,synthetic,
41720592,4192496,SAME_TYPE,ENTITY,synthetic,
41720592,41874908,SAME_TYPE,ENTITY,synthetic,
41720592,41876304,SAME_TYPE,ENTITY,synthetic,
41720592,41884009,SAME_TYPE,ENTITY,synthetic,
41720592,41937497,SAME_TYPE,ENTITY,synthetic,
41720592,41985844,SAME_TYPE,ENTITY,synthetic,
41720592,42052337,SAME_TYPE,ENTITY,synthetic,
41720592,42090008,SAME_TYPE,ENTITY,synthetic,
41720592,42091301,SAME_TYPE,ENTITY,synthetic,
41720592,421206,SAME_TYPE,ENTITY,synthetic,
41720592,42164534,SAME_TYPE,ENTITY,synthetic,
41720592,42166088,SAME_TYPE,ENTITY,synthetic,
41720592,421717,SAME_TYPE,ENTITY,synthetic,
41720592,4218310,SAME_TYPE,ENTITY,synthetic,
41720592,42199196,SAME_TYPE,ENTITY,synthetic,
41720592,42257570,SAME_TYPE,ENTITY,synthetic,
41720592,42521661,SAME_TYPE,ENTITY,synthetic,
41720592,42525316,SAME_TYPE,ENTITY,synthetic,
41720592,42545364,SAME_TYPE,ENTITY,synthetic,
41720592,426549,SAME_TYPE,ENTITY,synthetic,
41720592,42676113,SAME_TYPE,ENTITY,synthetic,
41720592,42801205,SAME_TYPE,ENTITY,synthetic,
41720592,428041,SAME_TYPE,ENTITY,synthetic,
41720592,42748130,SAME_TYPE,ENTITY,synthetic,
41720592,427536,SAME_TYPE,ENTITY,synthetic,
41720592,42980506,SAME_TYPE,ENTITY,synthetic,
41721803,41787264,SAME_TYPE,ENTITY,synthetic,
41721803,4190613,SAME_TYPE,ENTITY,synthetic,
